,original,adversary,truth,epsilon
4368,0,6,0,1.0
4369,9,8,9,1.0
4370,9,8,9,1.0
4371,8,8,8,1.0
4372,5,5,5,1.0
4373,9,8,9,1.0
4374,5,8,5,1.0
4375,5,8,5,1.0
4376,3,8,3,1.0
4377,7,2,7,1.0
4378,0,0,0,1.0
4379,3,3,3,1.0
4380,1,8,1,1.0
4381,4,8,4,1.0
4382,1,8,1,1.0
4383,4,2,4,1.0
4384,0,0,0,1.0
4385,6,2,6,1.0
4386,0,2,0,1.0
4387,7,8,7,1.0
4388,4,2,4,1.0
4389,4,8,4,1.0
4390,2,2,2,1.0
4391,8,8,8,1.0
4392,0,8,0,1.0
4393,6,8,6,1.0
4394,8,8,8,1.0
4395,9,8,9,1.0
4396,1,8,1,1.0
4397,5,5,5,1.0
4398,5,5,5,1.0
4399,2,2,2,1.0
4400,1,8,1,1.0
4401,3,8,3,1.0
4402,1,8,1,1.0
4403,2,2,2,1.0
4404,4,8,4,1.0
4405,2,2,2,1.0
4406,4,8,4,1.0
4407,1,8,1,1.0
4408,8,5,8,1.0
4409,5,5,5,1.0
4410,8,8,8,1.0
4411,8,8,8,1.0
4412,3,8,3,1.0
4413,3,8,3,1.0
4414,1,8,1,1.0
4415,2,2,2,1.0
4416,5,5,5,1.0
4417,4,8,4,1.0
4418,2,2,2,1.0
4419,3,3,3,1.0
4420,5,5,5,1.0
4421,8,8,8,1.0
4422,6,6,6,1.0
4423,8,8,8,1.0
4424,6,6,6,1.0
4425,2,2,2,1.0
4426,8,8,8,1.0
4427,4,2,4,1.0
4428,0,0,0,1.0
4429,1,8,1,1.0
4430,0,8,0,1.0
4431,3,3,3,1.0
4432,6,8,6,1.0
4433,1,8,1,1.0
4434,4,8,4,1.0
4435,2,2,2,1.0
4436,3,8,3,1.0
4437,3,3,3,1.0
4438,2,2,2,1.0
4439,6,2,6,1.0
4440,8,8,8,1.0
4441,7,2,7,1.0
4442,6,8,6,1.0
4443,4,8,4,1.0
4444,9,8,9,1.0
4445,3,2,3,1.0
4446,7,2,7,1.0
4447,9,2,9,1.0
4448,2,2,2,1.0
4449,8,8,8,1.0
4450,5,8,5,1.0
4451,4,8,4,1.0
4452,8,8,8,1.0
4453,1,8,1,1.0
4454,2,2,2,1.0
4455,9,8,9,1.0
4456,2,2,2,1.0
4457,3,3,3,1.0
4458,7,2,7,1.0
4459,1,8,1,1.0
4460,8,8,8,1.0
4461,1,8,1,1.0
4462,9,8,9,1.0
4463,3,2,3,1.0
4464,9,8,9,1.0
4465,2,2,2,1.0
4466,1,8,1,1.0
4467,8,8,8,1.0
4468,3,3,3,1.0
4469,9,8,9,1.0
4470,2,2,2,1.0
4471,0,0,0,1.0
4472,6,8,6,1.0
4473,3,3,3,1.0
4474,1,8,1,1.0
4475,4,8,4,1.0
4476,9,8,9,1.0
4477,6,6,6,1.0
4478,3,2,3,1.0
4479,8,8,8,1.0
4480,2,2,2,1.0
4481,2,2,2,1.0
4482,0,0,0,1.0
4483,3,3,3,1.0
4484,8,8,8,1.0
4485,9,8,9,1.0
4486,3,3,3,1.0
4487,7,7,7,1.0
4488,4,4,4,1.0
4489,4,2,4,1.0
4490,3,8,3,1.0
4491,2,2,2,1.0
4492,6,8,6,1.0
4493,0,8,0,1.0
4494,0,0,0,1.0
4495,1,8,1,1.0
4496,1,8,1,1.0
4497,7,2,7,1.0
4498,9,8,9,1.0
4499,1,8,1,1.0
4500,8,8,8,1.0
4501,3,3,3,1.0
4502,5,2,5,1.0
4503,4,4,4,1.0
4504,3,2,3,1.0
4505,7,8,7,1.0
4506,9,8,9,1.0
4507,3,3,3,1.0
4508,7,8,7,1.0
4509,3,8,3,1.0
4510,3,3,3,1.0
4511,3,8,3,1.0
4512,3,3,3,1.0
4513,1,8,1,1.0
4514,5,8,5,1.0
4515,8,8,8,1.0
4516,8,8,8,1.0
4517,2,2,2,1.0
4518,1,8,1,1.0
4519,8,8,8,1.0
4520,5,8,5,1.0
4521,2,2,2,1.0
4522,0,8,0,1.0
4523,8,8,8,1.0
4524,4,8,4,1.0
4525,4,8,4,1.0
4526,5,8,5,1.0
4527,3,8,3,1.0
4528,7,7,7,1.0
4529,9,8,9,1.0
4530,0,0,0,1.0
4531,1,8,1,1.0
4532,1,8,1,1.0
4533,5,8,5,1.0
4534,4,8,4,1.0
4535,9,8,9,1.0
4536,6,6,6,1.0
4537,6,6,6,1.0
4538,9,8,9,1.0
4539,8,8,8,1.0
4540,0,2,0,1.0
4541,2,2,2,1.0
4542,7,2,7,1.0
4543,8,2,6,1.0
4544,3,3,3,1.0
4545,7,2,7,1.0
4546,9,8,9,1.0
4547,5,8,5,1.0
4548,6,6,6,1.0
4549,2,2,2,1.0
4550,6,2,6,1.0
4551,6,6,6,1.0
4552,2,2,2,1.0
4553,6,6,6,1.0
4554,7,2,7,1.0
4555,4,8,4,1.0
4556,9,2,9,1.0
4557,5,8,6,1.0
4558,7,2,7,1.0
4559,0,2,0,1.0
4560,7,2,7,1.0
4561,9,8,9,1.0
4562,3,3,3,1.0
4563,2,2,2,1.0
4564,8,8,8,1.0
4565,9,8,9,1.0
4566,4,8,4,1.0
4567,5,5,5,1.0
4568,4,8,4,1.0
4569,7,8,7,1.0
4570,2,2,2,1.0
4571,9,8,9,1.0
4572,2,8,2,1.0
4573,0,0,0,1.0
4574,6,8,6,1.0
4575,3,8,3,1.0
4576,5,5,5,1.0
4577,9,8,9,1.0
4578,3,3,3,1.0
4579,2,2,2,1.0
4580,4,8,4,1.0
4581,3,2,1,1.0
4582,4,8,4,1.0
4583,8,8,8,1.0
4584,1,8,1,1.0
4585,0,0,0,1.0
4586,2,2,2,1.0
4587,3,3,3,1.0
4588,0,0,0,1.0
4589,6,2,6,1.0
4590,7,2,7,1.0
4591,8,8,8,1.0
4592,8,8,8,1.0
4593,5,5,5,1.0
4594,4,8,4,1.0
4595,0,8,0,1.0
4596,2,2,2,1.0
4597,4,8,4,1.0
4598,1,8,1,1.0
4599,2,2,2,1.0
4600,6,2,6,1.0
4601,1,8,1,1.0
4602,2,8,2,1.0
4603,7,2,7,1.0
4604,9,8,9,1.0
4605,4,2,4,1.0
4606,9,8,9,1.0
4607,2,2,2,1.0
4608,4,8,4,1.0
4609,2,2,2,1.0
4610,8,8,8,1.0
4611,3,8,3,1.0
4612,4,8,4,1.0
4613,9,8,9,1.0
4614,7,2,7,1.0
4615,3,3,3,1.0
4616,4,2,4,1.0
4617,7,2,7,1.0
4618,2,2,2,1.0
4619,0,2,0,1.0
4620,1,8,1,1.0
4621,4,8,4,1.0
4622,6,8,6,1.0
4623,8,8,8,1.0
4624,1,8,1,1.0
4625,0,2,0,1.0
4626,0,8,0,1.0
4627,1,8,1,1.0
4628,0,2,0,1.0
4629,4,8,4,1.0
4630,2,2,2,1.0
4631,3,3,9,1.0
4632,0,2,0,1.0
4633,1,8,1,1.0
4634,1,8,1,1.0
4635,1,8,1,1.0
4636,1,8,1,1.0
4637,8,8,8,1.0
4638,2,2,2,1.0
4639,7,2,7,1.0
4640,2,2,2,1.0
4641,3,3,3,1.0
4642,4,8,4,1.0
4643,4,8,4,1.0
4644,5,5,5,1.0
4645,7,2,7,1.0
4646,5,5,5,1.0
4647,3,3,3,1.0
4648,0,0,0,1.0
4649,8,8,8,1.0
4650,4,2,4,1.0
4651,8,8,8,1.0
4652,3,3,3,1.0
4653,7,8,7,1.0
4654,2,2,2,1.0
4655,1,8,1,1.0
4656,5,5,5,1.0
4657,4,8,4,1.0
4658,7,2,7,1.0
4659,7,2,7,1.0
4660,0,0,0,1.0
4661,1,8,1,1.0
4662,7,8,7,1.0
4663,3,3,3,1.0
4664,7,2,7,1.0
4665,5,5,5,1.0
4666,7,2,7,1.0
4667,2,2,2,1.0
4668,9,8,9,1.0
4669,2,2,2,1.0
4670,0,2,0,1.0
4671,7,2,7,1.0
4672,6,2,6,1.0
4673,2,2,2,1.0
4674,3,8,3,1.0
4675,0,2,0,1.0
4676,4,8,4,1.0
4677,2,2,2,1.0
4678,7,2,7,1.0
4679,1,8,1,1.0
4680,0,2,0,1.0
4681,9,8,9,1.0
4682,1,8,1,1.0
4683,7,5,7,1.0
4684,0,8,0,1.0
4685,1,8,1,1.0
4686,5,5,5,1.0
4687,4,8,4,1.0
4688,8,8,8,1.0
4689,9,8,9,1.0
4690,8,8,8,1.0
4691,8,8,8,1.0
4692,6,8,6,1.0
4693,4,8,4,1.0
4694,7,2,7,1.0
4695,7,2,7,1.0
4696,6,2,6,1.0
4697,1,8,1,1.0
4698,7,8,7,1.0
4699,2,2,2,1.0
4700,3,3,3,1.0
4701,6,8,6,1.0
4702,4,4,4,1.0
4703,6,8,6,1.0
4704,7,2,7,1.0
4705,2,2,2,1.0
4706,7,8,7,1.0
4707,5,8,5,1.0
4708,5,8,5,1.0
4709,4,2,4,1.0
4710,9,8,9,1.0
4711,8,8,8,1.0
4712,9,8,9,1.0
4713,9,8,9,1.0
4714,1,8,1,1.0
4715,7,2,7,1.0
4716,1,8,1,1.0
4717,7,2,7,1.0
4718,2,2,2,1.0
4719,8,8,8,1.0
4720,6,8,6,1.0
4721,7,2,7,1.0
4722,5,8,5,1.0
4723,1,8,1,1.0
4724,3,3,3,1.0
4725,8,8,8,1.0
4726,4,8,4,1.0
4727,4,8,4,1.0
4728,5,5,5,1.0
4729,4,2,4,1.0
4730,0,0,0,1.0
4731,2,8,2,1.0
4732,1,8,1,1.0
4733,5,8,5,1.0
4734,8,8,8,1.0
4735,1,2,1,1.0
4736,5,8,5,1.0
4737,8,8,8,1.0
4738,5,5,5,1.0
4739,1,8,1,1.0
4740,2,2,2,1.0
4741,6,8,6,1.0
4742,5,8,5,1.0
4743,7,8,7,1.0
4744,5,5,5,1.0
4745,3,3,3,1.0
4746,3,3,3,1.0
4747,0,8,0,1.0
4748,0,2,0,1.0
4749,3,2,3,1.0
4750,2,2,2,1.0
4751,1,8,1,1.0
4752,6,8,6,1.0
4753,5,8,5,1.0
4754,4,8,4,1.0
4755,8,8,8,1.0
4756,3,3,3,1.0
4757,0,0,0,1.0
4758,7,8,7,1.0
4759,2,2,2,1.0
4760,8,8,8,1.0
4761,8,8,8,1.0
4762,1,8,1,1.0
4763,0,2,0,1.0
4764,4,8,4,1.0
4765,2,2,2,1.0
4766,2,2,2,1.0
4767,1,8,1,1.0
4768,5,5,5,1.0
4769,8,8,8,1.0
4770,0,0,0,1.0
4771,1,8,1,1.0
4772,2,2,2,1.0
4773,4,8,4,1.0
4774,9,8,9,1.0
4775,7,8,7,1.0
4776,2,2,2,1.0
4777,8,8,3,1.0
4778,2,2,2,1.0
4779,6,8,6,1.0
4780,6,8,5,1.0
4781,9,8,9,1.0
4782,9,8,9,1.0
4783,8,8,8,1.0
4784,8,8,8,1.0
4785,2,2,2,1.0
4786,7,8,7,1.0
4787,8,8,8,1.0
4788,1,8,1,1.0
4789,1,8,1,1.0
4790,6,8,6,1.0
4791,3,8,3,1.0
4792,3,8,3,1.0
4793,8,8,8,1.0
4794,2,2,2,1.0
4795,2,2,2,1.0
4796,9,8,9,1.0
4797,2,2,2,1.0
4798,1,2,1,1.0
4799,7,2,7,1.0
4800,6,6,6,1.0
4801,3,3,3,1.0
4802,7,2,7,1.0
4803,7,8,7,1.0
4804,6,2,6,1.0
4805,1,8,1,1.0
4806,4,8,4,1.0
4807,1,8,1,1.0
4808,4,8,4,1.0
4809,2,2,2,1.0
4810,5,5,5,1.0
4811,6,2,6,1.0
4812,0,8,0,1.0
4813,0,0,0,1.0
4814,8,8,8,1.0
4815,4,2,4,1.0
4816,5,5,5,1.0
4817,0,0,0,1.0
4818,0,0,0,1.0
4819,4,8,4,1.0
4820,3,8,3,1.0
4821,6,8,6,1.0
4822,6,8,6,1.0
4823,8,8,8,1.0
4824,6,8,6,1.0
4825,3,8,3,1.0
4826,5,8,5,1.0
4827,2,2,2,1.0
4828,6,2,6,1.0
4829,2,2,2,1.0
4830,5,8,5,1.0
4831,0,0,0,1.0
4832,9,9,9,1.0
4833,0,0,0,1.0
4834,2,2,2,1.0
4835,6,2,6,1.0
4836,7,8,8,1.0
4837,4,8,4,1.0
4838,8,8,8,1.0
4839,8,8,8,1.0
4840,8,8,8,1.0
4841,8,8,8,1.0
4842,2,2,2,1.0
4843,2,2,2,1.0
4844,3,8,3,1.0
4845,3,8,3,1.0
4846,1,8,1,1.0
4847,6,8,6,1.0
4848,2,2,2,1.0
4849,3,2,3,1.0
4850,5,5,5,1.0
4851,0,0,0,1.0
4852,4,8,9,1.0
4853,7,2,7,1.0
4854,2,2,2,1.0
4855,6,8,6,1.0
4856,2,8,2,1.0
4857,9,8,9,1.0
4858,2,2,2,1.0
4859,6,8,6,1.0
4860,7,2,7,1.0
4861,8,8,8,1.0
4862,9,2,9,1.0
4863,3,3,3,1.0
4864,5,8,5,1.0
4865,7,2,7,1.0
4866,2,2,2,1.0
4867,5,8,5,1.0
4868,7,2,7,1.0
4869,8,8,8,1.0
4870,6,8,6,1.0
4871,6,8,6,1.0
4872,5,8,5,1.0
4873,8,8,8,1.0
4874,4,8,4,1.0
4875,7,2,7,1.0
4876,8,8,8,1.0
4877,3,8,3,1.0
4878,9,8,9,1.0
4879,4,8,4,1.0
4880,7,2,7,1.0
4881,9,8,9,1.0
4882,9,8,9,1.0
4883,8,8,8,1.0
4884,9,8,9,1.0
4885,1,8,1,1.0
4886,2,2,2,1.0
4887,9,8,9,1.0
4888,6,2,4,1.0
4889,7,2,7,1.0
4890,1,8,1,1.0
4891,3,3,3,1.0
4892,4,8,4,1.0
4893,1,8,1,1.0
4894,1,8,1,1.0
4895,6,2,6,1.0
4896,9,8,9,1.0
4897,3,3,3,1.0
4898,3,3,3,1.0
4899,9,8,9,1.0
4900,7,2,7,1.0
4901,5,5,3,1.0
4902,2,2,2,1.0
4903,0,2,0,1.0
4904,6,6,6,1.0
4905,9,8,9,1.0
4906,7,2,7,1.0
4907,0,8,0,1.0
4908,3,8,3,1.0
4909,9,8,9,1.0
4910,5,5,6,1.0
4911,6,2,6,1.0
4912,1,8,1,1.0
4913,1,8,1,1.0
4914,3,8,3,1.0
4915,4,2,9,1.0
4916,2,2,2,1.0
4917,4,8,4,1.0
4918,6,6,6,1.0
4919,5,8,5,1.0
4920,5,5,5,1.0
4921,5,8,5,1.0
4922,7,8,7,1.0
4923,0,0,0,1.0
4924,2,2,2,1.0
4925,2,2,2,1.0
4926,5,5,5,1.0
4927,8,8,8,1.0
4928,3,3,3,1.0
4929,8,8,8,1.0
4930,8,8,8,1.0
4931,5,8,5,1.0
4932,3,8,3,1.0
4933,0,8,0,1.0
4934,7,2,7,1.0
4935,7,2,7,1.0
4936,2,2,2,1.0
4937,4,8,4,1.0
4938,6,8,6,1.0
4939,3,3,3,1.0
4940,7,8,7,1.0
4941,8,8,8,1.0
4942,9,2,9,1.0
4943,6,8,6,1.0
4944,0,2,0,1.0
4945,6,6,6,1.0
4946,7,8,7,1.0
4947,2,2,2,1.0
4948,7,2,7,1.0
4949,9,8,9,1.0
4950,6,2,6,1.0
4951,4,8,4,1.0
4952,0,2,0,1.0
4953,0,0,0,1.0
4954,1,8,1,1.0
4955,3,3,3,1.0
4956,6,6,6,1.0
4957,3,3,3,1.0
4958,5,5,5,1.0
4959,8,8,8,1.0
4960,3,3,3,1.0
4961,3,8,3,1.0
4962,3,8,3,1.0
4963,2,2,2,1.0
4964,2,5,2,1.0
4965,8,8,8,1.0
4966,0,8,0,1.0
4967,1,2,1,1.0
4968,5,8,5,1.0
4969,0,2,0,1.0
4970,3,3,3,1.0
4971,8,8,8,1.0
4972,2,2,2,1.0
4973,0,2,0,1.0
4974,0,8,0,1.0
4975,8,8,8,1.0
4976,9,8,9,1.0
4977,4,8,4,1.0
4978,8,8,8,1.0
4979,5,8,5,1.0
4980,9,8,9,1.0
4981,0,8,0,1.0
4982,0,8,0,1.0
4983,7,2,7,1.0
4984,3,3,3,1.0
4985,3,3,3,1.0
4986,4,2,4,1.0
4987,9,8,4,1.0
4988,7,2,7,1.0
4989,8,8,8,1.0
4990,1,8,1,1.0
4991,4,8,4,1.0
4992,4,8,4,1.0
4993,6,2,6,1.0
4994,4,2,4,1.0
4995,8,8,8,1.0
4996,6,8,6,1.0
4997,2,2,2,1.0
4998,8,8,8,1.0
4999,5,5,5,1.0
5000,8,8,8,1.0
5001,0,0,0,1.0
5002,0,0,0,1.0
5003,1,2,1,1.0
5004,9,8,9,1.0
5005,0,0,0,1.0
5006,4,8,4,1.0
5007,6,8,6,1.0
5008,2,2,2,1.0
5009,8,8,8,1.0
5010,6,6,6,1.0
5011,8,8,8,1.0
5012,5,8,5,1.0
5013,3,3,3,1.0
5014,1,8,1,1.0
5015,3,3,3,1.0
5016,4,8,4,1.0
5017,3,3,3,1.0
5018,2,2,2,1.0
5019,8,8,8,1.0
5020,5,8,5,1.0
5021,7,2,7,1.0
5022,2,8,2,1.0
5023,5,5,5,1.0
5024,9,8,9,1.0
5025,7,2,7,1.0
5026,2,2,2,1.0
5027,1,8,1,1.0
5028,1,8,1,1.0
5029,3,3,3,1.0
5030,8,8,8,1.0
5031,8,8,9,1.0
5032,0,5,5,1.0
5033,6,6,6,1.0
5034,0,0,0,1.0
5035,6,8,6,1.0
5036,5,8,5,1.0
5037,3,5,3,1.0
5038,5,5,5,1.0
5039,9,8,9,1.0
5040,1,8,1,1.0
5041,6,2,6,1.0
5042,4,8,4,1.0
5043,4,8,4,1.0
5044,8,8,8,1.0
5045,9,2,9,1.0
5046,4,8,4,1.0
5047,7,8,7,1.0
5048,7,2,7,1.0
5049,2,2,2,1.0
5050,9,8,9,1.0
5051,0,8,0,1.0
5052,6,2,6,1.0
5053,7,2,7,1.0
5054,5,8,5,1.0
5055,2,8,2,1.0
5056,3,3,3,1.0
5057,8,8,8,1.0
5058,9,8,9,1.0
5059,2,2,2,1.0
5060,2,2,2,1.0
5061,4,8,4,1.0
5062,7,2,7,1.0
5063,1,8,1,1.0
5064,7,2,7,1.0
5065,9,8,9,1.0
5066,4,2,4,1.0
5067,2,2,2,1.0
5068,3,3,3,1.0
5069,7,8,7,1.0
5070,8,8,8,1.0
5071,4,8,4,1.0
5072,6,8,6,1.0
5073,2,2,2,1.0
5074,6,8,6,1.0
5075,0,0,0,1.0
5076,9,8,9,1.0
5077,6,8,6,1.0
5078,1,8,1,1.0
5079,4,8,4,1.0
5080,4,8,4,1.0
5081,4,8,4,1.0
5082,8,8,8,1.0
5083,6,8,6,1.0
5084,8,8,8,1.0
5085,7,2,7,1.0
5086,4,8,4,1.0
5087,3,3,3,1.0
5088,2,2,2,1.0
5089,0,2,0,1.0
5090,7,2,7,1.0
5091,4,2,4,1.0
5092,6,8,6,1.0
5093,3,3,3,1.0
5094,2,2,2,1.0
5095,5,2,5,1.0
5096,2,2,2,1.0
5097,4,2,4,1.0
5098,9,8,9,1.0
5099,7,8,7,1.0
5100,5,8,5,1.0
5101,7,8,7,1.0
5102,9,8,9,1.0
5103,2,2,2,1.0
5104,1,8,1,1.0
5105,0,0,0,1.0
5106,4,2,6,1.0
5107,7,2,7,1.0
5108,0,8,0,1.0
5109,2,8,2,1.0
5110,2,2,2,1.0
5111,9,2,9,1.0
5112,8,8,8,1.0
5113,0,2,0,1.0
5114,5,8,5,1.0
5115,9,8,9,1.0
5116,8,8,8,1.0
5117,0,0,0,1.0
5118,9,8,9,1.0
5119,9,8,8,1.0
5120,0,2,0,1.0
5121,0,0,0,1.0
5122,4,8,4,1.0
5123,5,5,5,1.0
5124,2,8,2,1.0
5125,2,2,2,1.0
5126,5,5,5,1.0
5127,3,8,3,1.0
5128,6,6,6,1.0
5129,9,8,9,1.0
5130,0,2,0,1.0
5131,3,3,3,1.0
5132,2,2,2,1.0
5133,3,8,3,1.0
5134,4,8,4,1.0
5135,9,8,9,1.0
5136,5,5,5,1.0
5137,9,8,9,1.0
5138,5,5,5,1.0
5139,6,8,6,1.0
5140,8,8,8,1.0
5141,3,3,3,1.0
5142,9,8,9,1.0
5143,8,8,8,1.0
5144,3,3,3,1.0
5145,7,2,7,1.0
5146,4,8,4,1.0
5147,2,2,2,1.0
5148,9,8,9,1.0
5149,4,2,4,1.0
5150,9,8,9,1.0
5151,7,8,7,1.0
5152,6,8,6,1.0
5153,4,8,4,1.0
5154,0,8,0,1.0
5155,5,5,5,1.0
5156,2,2,2,1.0
5157,7,2,7,1.0
5158,4,8,4,1.0
5159,2,2,2,1.0
5160,2,2,2,1.0
5161,9,2,9,1.0
5162,9,2,9,1.0
5163,4,8,4,1.0
5164,8,8,8,1.0
5165,4,8,4,1.0
5166,4,8,4,1.0
5167,4,8,4,1.0
5168,5,2,0,1.0
5169,7,8,7,1.0
5170,6,2,6,1.0
5171,9,8,9,1.0
5172,2,2,7,1.0
5173,9,8,9,1.0
5174,5,8,5,1.0
5175,9,8,9,1.0
5176,3,2,3,1.0
5177,0,0,0,1.0
5178,0,2,0,1.0
5179,4,8,4,1.0
5180,6,2,6,1.0
5181,4,8,4,1.0
5182,0,0,0,1.0
5183,6,8,6,1.0
5184,3,3,3,1.0
5185,0,0,0,1.0
5186,3,3,3,1.0
5187,3,3,3,1.0
5188,0,8,0,1.0
5189,8,8,5,1.0
5190,9,8,9,1.0
5191,6,6,6,1.0
5192,6,8,6,1.0
5193,8,8,8,1.0
5194,9,8,9,1.0
5195,9,8,9,1.0
5196,9,8,9,1.0
5197,6,8,6,1.0
5198,2,2,2,1.0
5199,4,2,4,1.0
5200,1,8,1,1.0
5201,2,2,2,1.0
5202,9,8,9,1.0
5203,0,2,0,1.0
5204,0,2,0,1.0
5205,3,3,3,1.0
5206,9,8,9,1.0
5207,9,8,9,1.0
5208,0,8,0,1.0
5209,7,8,7,1.0
5210,6,8,6,1.0
5211,2,2,2,1.0
5212,1,8,1,1.0
5213,2,2,2,1.0
5214,2,2,2,1.0
5215,2,2,2,1.0
5216,9,2,9,1.0
5217,4,8,4,1.0
5218,6,8,6,1.0
5219,3,3,3,1.0
5220,6,8,6,1.0
5221,1,8,1,1.0
5222,2,2,2,1.0
5223,1,8,1,1.0
5224,4,2,4,1.0
5225,6,2,6,1.0
5226,6,6,6,1.0
5227,1,8,1,1.0
5228,5,8,5,1.0
5229,1,8,1,1.0
5230,8,8,8,1.0
5231,6,8,6,1.0
5232,9,8,9,1.0
5233,6,2,6,1.0
5234,5,5,5,1.0
5235,2,3,2,1.0
5236,9,8,9,1.0
5237,5,5,5,1.0
5238,2,2,2,1.0
5239,9,8,9,1.0
5240,0,0,0,1.0
5241,2,8,2,1.0
5242,5,5,5,1.0
5243,2,2,2,1.0
5244,7,8,7,1.0
5245,1,8,1,1.0
5246,3,2,3,1.0
5247,8,8,8,1.0
5248,2,2,2,1.0
5249,9,8,9,1.0
5250,4,8,4,1.0
5251,1,8,1,1.0
5252,4,8,4,1.0
5253,1,8,1,1.0
5254,4,2,4,1.0
5255,0,0,0,1.0
5256,4,8,4,1.0
5257,7,8,7,1.0
5258,4,8,4,1.0
5259,9,8,9,1.0
5260,0,0,0,1.0
5261,6,8,6,1.0
5262,2,2,2,1.0
5263,4,8,4,1.0
5264,2,2,2,1.0
5265,4,8,4,1.0
5266,2,2,2,1.0
5267,1,8,1,1.0
5268,1,8,1,1.0
5269,1,8,1,1.0
5270,6,2,6,1.0
5271,8,8,8,1.0
5272,8,8,8,1.0
5273,1,2,1,1.0
5274,6,2,6,1.0
5275,7,8,7,1.0
5276,6,8,6,1.0
5277,4,2,4,1.0
5278,3,2,3,1.0
5279,2,2,2,1.0
5280,4,8,4,1.0
5281,8,8,8,1.0
5282,4,8,4,1.0
5283,4,8,4,1.0
5284,5,8,5,1.0
5285,6,8,6,1.0
5286,3,3,3,1.0
5287,7,2,7,1.0
5288,2,8,2,1.0
5289,0,8,0,1.0
5290,6,2,6,1.0
5291,0,0,0,1.0
5292,1,8,1,1.0
5293,0,8,0,1.0
5294,8,8,8,1.0
5295,1,8,1,1.0
5296,7,8,7,1.0
5297,8,8,8,1.0
5298,9,8,9,1.0
5299,0,8,0,1.0
5300,4,2,4,1.0
5301,7,2,7,1.0
5302,9,4,9,1.0
5303,3,8,3,1.0
5304,4,4,4,1.0
5305,1,8,1,1.0
5306,3,3,3,1.0
5307,0,0,0,1.0
5308,3,3,3,1.0
5309,2,8,2,1.0
5310,6,8,6,1.0
5311,2,2,2,1.0
5312,2,2,2,1.0
5313,1,8,1,1.0
5314,7,8,7,1.0
5315,8,8,8,1.0
5316,3,8,3,1.0
5317,3,8,3,1.0
5318,6,2,6,1.0
5319,5,8,5,1.0
5320,7,2,7,1.0
5321,1,8,1,1.0
5322,2,2,2,1.0
5323,5,8,5,1.0
5324,8,8,8,1.0
5325,4,8,4,1.0
5326,1,8,1,1.0
5327,1,8,1,1.0
5328,2,8,2,1.0
5329,3,3,3,1.0
5330,1,8,1,1.0
5331,2,8,2,1.0
5332,8,8,8,1.0
5333,9,8,9,1.0
5334,0,8,0,1.0
5335,2,2,2,1.0
5336,2,2,2,1.0
5337,6,6,6,1.0
5338,1,8,1,1.0
5339,5,5,5,1.0
5340,9,8,5,1.0
5341,1,8,1,1.0
5342,2,2,2,1.0
5343,2,2,2,1.0
5344,3,3,3,1.0
5345,8,8,8,1.0
5346,3,8,3,1.0
5347,8,8,8,1.0
5348,7,8,7,1.0
5349,3,3,3,1.0
5350,2,2,2,1.0
5351,3,3,3,1.0
5352,0,2,0,1.0
5353,5,5,5,1.0
5354,2,2,2,1.0
5355,4,8,4,1.0
5356,9,8,9,1.0
5357,0,0,0,1.0
5358,8,8,8,1.0
5359,1,8,1,1.0
5360,4,8,4,1.0
5361,0,0,0,1.0
5362,9,8,9,1.0
5363,3,3,3,1.0
5364,5,8,5,1.0
5365,3,3,3,1.0
5366,8,8,8,1.0
5367,2,2,2,1.0
5368,7,2,7,1.0
5369,5,5,5,1.0
5370,8,8,8,1.0
5371,8,8,8,1.0
5372,6,8,6,1.0
5373,2,2,2,1.0
5374,5,8,5,1.0
5375,5,5,5,1.0
5376,9,8,9,1.0
5377,9,8,9,1.0
5378,7,2,7,1.0
5379,3,8,3,1.0
5380,9,8,9,1.0
5381,3,3,3,1.0
5382,8,8,8,1.0
5383,9,8,9,1.0
5384,8,8,8,1.0
5385,6,2,6,1.0
5386,9,8,9,1.0
5387,1,8,1,1.0
5388,8,8,8,1.0
5389,8,8,8,1.0
5390,5,8,5,1.0
5391,5,2,5,1.0
5392,4,8,4,1.0
5393,6,8,6,1.0
5394,0,8,0,1.0
5395,9,8,9,1.0
5396,3,3,3,1.0
5397,6,8,6,1.0
5398,2,2,2,1.0
5399,9,8,9,1.0
5400,3,3,3,1.0
5401,0,8,0,1.0
5402,2,2,2,1.0
5403,1,8,1,1.0
5404,0,8,0,1.0
5405,5,5,5,1.0
5406,0,2,0,1.0
5407,1,8,1,1.0
5408,0,8,0,1.0
5409,2,2,2,1.0
5410,9,8,9,1.0
5411,6,2,6,1.0
5412,4,8,4,1.0
5413,1,8,1,1.0
5414,7,2,7,1.0
5415,1,8,1,1.0
5416,6,8,6,1.0
5417,8,8,8,1.0
5418,7,8,7,1.0
5419,2,2,2,1.0
5420,4,8,4,1.0
5421,1,8,1,1.0
5422,3,3,3,1.0
5423,6,8,6,1.0
5424,0,2,0,1.0
5425,6,2,6,1.0
5426,3,8,3,1.0
5427,2,2,2,1.0
5428,9,8,9,1.0
5429,4,8,4,1.0
5430,6,8,6,1.0
5431,1,8,1,1.0
5432,7,2,7,1.0
5433,6,8,6,1.0
5434,7,2,7,1.0
5435,0,0,0,1.0
5436,5,8,5,1.0
5437,4,8,4,1.0
5438,7,2,7,1.0
5439,8,8,6,1.0
5440,9,8,9,1.0
5441,0,8,0,1.0
5442,9,8,9,1.0
